u,v,key,osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,bridge,access,name,width,junction,tunnel,fid
1242072981,1315159277,0,108228183,False,,residential,50,True,43.91,"LINESTRING (-8.5590482 41.1680249, -8.5592166 41.1677835, -8.5592594 41.1676656)",,,yes,Rua do Meiral,,,,3619
1243069815,1243069826,0,108321950,True,,residential,50,False,83.512,"LINESTRING (-8.5650821 41.172134, -8.5650884 41.172206, -8.5651166 41.1722644, -8.5651832 41.1723139, -8.5652389 41.1723443, -8.565326 41.1723747, -8.5654551 41.1723841, -8.5658862 41.1723758)",,,yes,Rua de Vila Cova,,,,3620
1243069815,1243076354,0,108322467,True,,residential,50,False,122.383,"LINESTRING (-8.5650821 41.172134, -8.5650105 41.1721876, -8.5649243 41.1722686, -8.5648892 41.1723684, -8.564905 41.1724641, -8.5649289 41.1725515, -8.5649479 41.1725851, -8.56497 41.1726188, -8.565056 41.1726805, -8.5651657 41.1727419, -8.5652643 41.1727963, -8.5653505 41.1728294, -8.5655134 41.1729882)",,,yes,Rua de Vila Cova,,,,3621
1243069818,1731169551,0,108321949,False,,residential,50,False,68.866,"LINESTRING (-8.5660502 41.1719, -8.566214 41.1718175, -8.5666291 41.1714651)",,,yes,Rua de Vila Cova,,,,3622
1243069818,1243069815,0,108321950,True,,residential,50,False,93.057,"LINESTRING (-8.5660502 41.1719, -8.5659043 41.1718992, -8.5656347 41.171912, -8.5653435 41.171934, -8.5652553 41.1719554, -8.5651794 41.1719883, -8.5651071 41.1720529, -8.5650821 41.172134)",,,yes,Rua de Vila Cova,,,,3623
1243069826,1243069818,0,553259463,True,,residential,50,False,56.001,"LINESTRING (-8.5658862 41.1723758, -8.565918 41.1723149, -8.5659348 41.1720738, -8.5659624 41.1720053, -8.5659985 41.1719482, -8.5660502 41.1719)",,,yes,Travessa de Vila Cova,,,,3624
1243069836,1731169529,0,161124223,True,,residential,,False,14.776,"LINESTRING (-8.5667958 41.1713014, -8.5667547 41.1713587, -8.5667023 41.1714138)",,,,,,,,3625
1243069836,1731169516,0,1187881062,True,,residential,50,False,10.737,"LINESTRING (-8.5667958 41.1713014, -8.5668227 41.1713526, -8.5668408 41.1713918)",,,yes,Rua da Ponte,,,,3626
1243074421,3406299368,0,108322402,False,,residential,50,False,129.762,"LINESTRING (-8.5636082 41.1737366, -8.5639657 41.1734215, -8.5641827 41.173238, -8.5642427 41.1731955, -8.5643069 41.1731707, -8.5643727 41.1731529, -8.5645144 41.1731461, -8.5648184 41.1731784)",,,yes,Travessa de Vila Cova,,,,3627
1243074421,2085344088,0,116611150,False,2,residential,50,False,84.17,"LINESTRING (-8.5636082 41.1737366, -8.5630093 41.1742319, -8.5629398 41.1743017)",,,yes,Rua da Ranha,,,,3628
1243076354,1243069826,0,108322284,True,,residential,50,False,75.13300000000001,"LINESTRING (-8.5655134 41.1729882, -8.5655804 41.1729199, -8.565723 41.1726661, -8.5658862 41.1723758)",,,yes,Travessa de Vila Cova,,,,3629
1243076354,3406299368,0,108322402,False,,residential,50,True,66.762,"LINESTRING (-8.5655134 41.1729882, -8.5654553 41.17305, -8.5653664 41.1731098, -8.5652227 41.1731725, -8.5651175 41.1731958, -8.5650674 41.1731979, -8.5649844 41.1732014, -8.5648184 41.1731784)",,,yes,Travessa de Vila Cova,,,,3630
1243085262,1243085268,0,"[108323029, 441811519]",False,,residential,50,False,208.85399999999998,"LINESTRING (-8.5628291 41.1653408, -8.5626274 41.1656242, -8.5626198 41.1657275, -8.5629551 41.1662433, -8.5628733 41.1666825, -8.5628827 41.1667946, -8.5628181 41.1669005, -8.5627009 41.1670874)",,,,Travessa do Meiral,,,,3631
1243085268,3846233112,0,108228055,True,,residential,50,False,193.674,"LINESTRING (-8.5627009 41.1670874, -8.5623924 41.1668686, -8.5620879 41.1666526, -8.561907 41.1665694, -8.5616764 41.1665068, -8.5609875 41.166355, -8.5607029 41.1662923)",,,yes,Rua do Meiral,,,,3632
1243085268,1242071549,0,441811512,False,,residential,50,True,72.01,"LINESTRING (-8.5627009 41.1670874, -8.5628284 41.1672057, -8.562861 41.1672824, -8.5629601 41.1675328, -8.5629822 41.1675888, -8.5629941 41.1676187, -8.5630172 41.1676801)",,,,Rua do Meiral,,,,3633
1243085268,1243085262,0,"[108323029, 441811519]",False,,residential,50,True,208.85399999999998,"LINESTRING (-8.5627009 41.1670874, -8.5628181 41.1669005, -8.5628827 41.1667946, -8.5628733 41.1666825, -8.5629551 41.1662433, -8.5626198 41.1657275, -8.5626274 41.1656242, -8.5628291 41.1653408)",,,,Travessa do Meiral,,,,3634
1243196984,1784071595,0,97235370,False,,tertiary,50,False,121.691,"LINESTRING (-8.5569125 41.1686283, -8.5554652 41.1687318)",EM 611,,yes,Avenida Dom João I,,,,3635
1243196984,663859688,0,1083175717,False,,tertiary,50,True,137.81900000000002,"LINESTRING (-8.5569125 41.1686283, -8.5578823 41.1685595, -8.5585517 41.1685119)",EM 611,,yes,Avenida Dom João I,,,,3636
1243212846,1243215220,0,553259458,True,,residential,50,False,14.618,"LINESTRING (-8.5664388 41.1706096, -8.5665042 41.1707315)",,,yes,Rua da Ponte,,,,3637
1243212846,1243212853,0,108332626,False,,living_street,50,True,159.263,"LINESTRING (-8.5664388 41.1706096, -8.5663553 41.1705872, -8.5662288 41.1705533, -8.5659449 41.1704931, -8.5652791 41.170399, -8.5651991 41.1703996, -8.5651414 41.1704128, -8.5651121 41.1704393, -8.5650964 41.1704838, -8.5651101 41.1707612, -8.5650192 41.1707681)",,,yes,Calçada da Ponte,,,,3638
1243212846,1243215221,0,553259453,False,,residential,50,True,186.895,"LINESTRING (-8.5664388 41.1706096, -8.5665078 41.1705865, -8.5665405 41.1705709, -8.5666023 41.1705131, -8.5671338 41.1695264, -8.567327 41.1691488, -8.5673553 41.1691022)",,,yes,Rua Damião de Góis,,,,3639
1243212853,1243212846,0,108332626,False,,living_street,50,False,159.263,"LINESTRING (-8.5650192 41.1707681, -8.5651101 41.1707612, -8.5650964 41.1704838, -8.5651121 41.1704393, -8.5651414 41.1704128, -8.5651991 41.1703996, -8.5652791 41.170399, -8.5659449 41.1704931, -8.5662288 41.1705533, -8.5663553 41.1705872, -8.5664388 41.1706096)",,,yes,Calçada da Ponte,,,,3640
1243215220,1243069836,0,553259458,True,,residential,50,False,67.91000000000001,"LINESTRING (-8.5665042 41.1707315, -8.5666212 41.1709553, -8.5667811 41.1712729, -8.5667958 41.1713014)",,,yes,Rua da Ponte,,,,3641
1243215221,1243212846,0,553259453,False,,residential,50,False,186.895,"LINESTRING (-8.5673553 41.1691022, -8.567327 41.1691488, -8.5671338 41.1695264, -8.5666023 41.1705131, -8.5665405 41.1705709, -8.5665078 41.1705865, -8.5664388 41.1706096)",,,yes,Rua Damião de Góis,,,,3642
1243215221,5340762546,0,553259454,True,,residential,,False,21.591,"LINESTRING (-8.5673553 41.1691022, -8.5673939 41.1690751, -8.5674417 41.1690432, -8.5675072 41.1690112, -8.5675673 41.1689965)",,,,Rua Damião de Góis,,,,3643
1243218967,1243228640,0,108219886,True,,residential,50,False,41.923,"LINESTRING (-8.5657302 41.1692869, -8.5658665 41.1695244, -8.5659205 41.1696355)",,,yes,Rua da Ponte,,,,3644
1243218967,1731169149,0,108332986,True,,residential,50,False,130.903,"LINESTRING (-8.5657302 41.1692869, -8.5658062 41.169278, -8.5672089 41.1690034, -8.5672449 41.1689952)",,,yes,Rua Pedro Nunes,,,,3645
1243218969,5340762558,0,108333178,True,,residential,50,False,6.649,"LINESTRING (-8.5677522 41.1689543, -8.5676898 41.1689173)",,,yes,Rua Eça de Queiroz,,,,3646
1243223596,1242035527,0,108333179,False,,residential,50,False,37.148,"LINESTRING (-8.5655616 41.1689823, -8.5653841 41.1686761)",,,yes,Rua da Ponte,,,,3647
1243223596,1243218967,0,108219886,True,,residential,50,False,36.714,"LINESTRING (-8.5655616 41.1689823, -8.5656855 41.1692185, -8.5657302 41.1692869)",,,yes,Rua da Ponte,,,,3648
1243228640,1243228642,0,108333502,False,,residential,50,True,105.057,"LINESTRING (-8.5659205 41.1696355, -8.5658583 41.1696573, -8.5657819 41.1696632, -8.5648778 41.1694124, -8.5647568 41.1693507)",,,yes,Rua Vitor Hugo,,,,3649
1243228640,1243212846,0,553259458,True,,residential,50,False,116.684,"LINESTRING (-8.5659205 41.1696355, -8.566187 41.170126, -8.5664388 41.1706096)",,,yes,Rua da Ponte,,,,3650
1243228642,1243228640,0,108333502,False,,residential,50,False,105.057,"LINESTRING (-8.5647568 41.1693507, -8.5648778 41.1694124, -8.5657819 41.1696632, -8.5658583 41.1696573, -8.5659205 41.1696355)",,,yes,Rua Vitor Hugo,,,,3651
1243228642,1242035527,0,161123920,False,,residential,50,False,92.707,"LINESTRING (-8.5647568 41.1693507, -8.5647869 41.1693174, -8.565266 41.1687294, -8.5653287 41.1687006, -8.5653841 41.1686761)",,,yes,Travessa da Ponte,,,,3652
1243228642,1241974732,0,"[161123920, 108219553, 108225508, 161123918]",False,,residential,50,"[False, True]",531.8320000000001,"LINESTRING (-8.5647568 41.1693507, -8.5645636 41.1695993, -8.5644846 41.169699, -8.5644326 41.1698216, -8.5643279 41.1703682, -8.56427 41.1704678, -8.5641765 41.1705636, -8.5640491 41.1706349, -8.5639459 41.1706864, -8.5638174 41.1707072, -8.563709 41.1706805, -8.5636012 41.1706135, -8.5635406 41.1704853, -8.5634714 41.1703987, -8.5634192 41.1703389, -8.5633668 41.1703085, -8.5633018 41.1702962, -8.5632099 41.170293, -8.5631883 41.1702726, -8.5631722 41.170227, -8.5631444 41.1700623, -8.563219 41.1699161, -8.5630703 41.1692175, -8.5630323 41.1690882, -8.5628592 41.1687844, -8.5621905 41.168111, -8.5621263 41.1680446)",,yes,yes,"['Rua Tristão Vaz Teixeira', 'Travessa da Ponte']",,,,3653
1243809319,1243809345,0,108385736,True,,residential,,False,74.358,"LINESTRING (-8.6328715 41.159881, -8.6326831 41.1605345)",,,,Rua 15 de Novembro,,,,3654
1243809327,343646789,0,30912922,True,,residential,,False,104.199,"LINESTRING (-8.6348672 41.1602282, -8.635943 41.1597569)",,,,Rua Fernandes Costa,,,,3655
1243809327,1243809319,0,108385735,True,,residential,,False,171.474,"LINESTRING (-8.6348672 41.1602282, -8.6328715 41.159881)",,,,Rua do Padre Alexandre,,,,3656
1243809331,343646790,0,30912922,True,,residential,,False,119.78299999999999,"LINESTRING (-8.6328076 41.1605973, -8.6329482 41.1605634, -8.6340444 41.1604915, -8.6342272 41.160495)",,,,Rua Fernandes Costa,,,,3657
1243809331,335562443,0,167487384,True,1,residential,,False,94.227,"LINESTRING (-8.6328076 41.1605973, -8.6329408 41.1608108, -8.6331371 41.1613453, -8.6331573 41.1614002)",,,,Rua dos Vanzeleres,,,,3658
1243809345,1243809331,0,167487384,True,1,residential,,False,12.546,"LINESTRING (-8.6326831 41.1605345, -8.6328076 41.1605973)",,,,Rua dos Vanzeleres,,,,3659
1243857875,1243857944,0,108390768,True,1,tertiary,,False,34.85,"LINESTRING (-8.6355304 41.1630715, -8.6354595 41.1630518, -8.635424 41.1630272, -8.6353913 41.162992, -8.6353651 41.1629533, -8.6353511 41.1629075, -8.6353455 41.1628208)",,,,Rua João Araújo Correia,,,,3660
1243857875,1243857979,0,448854873,False,,tertiary,,True,165.41,"LINESTRING (-8.6355304 41.1630715, -8.6368092 41.1634619, -8.6369159 41.1635214, -8.6371589 41.163747, -8.6371831 41.1637708, -8.6372059 41.1637933)",,,,Rua João Araújo Correia,,,,3661
1243857883,112677104,0,251257499,True,1,secondary,,False,7.79,"LINESTRING (-8.6335171 41.1633093, -8.6334964 41.163241)",,,,,,,,3662
1243857883,1243858000,0,"[999870280, 108390773, 999870279]",True,1,living_street,,False,136.92900000000003,"LINESTRING (-8.6335171 41.1633093, -8.6334871 41.1633856, -8.6335917 41.1635096, -8.6336064 41.1635523, -8.6335906 41.1635904, -8.6335452 41.1636122, -8.6333514 41.1636906, -8.6333411 41.163715, -8.6333449 41.1637363, -8.6333547 41.1637602, -8.6335741 41.1638745, -8.6336327 41.1638797, -8.6336946 41.1638654, -8.6337828 41.1638374, -8.6338636 41.1638227, -8.633969 41.1638169, -8.6340379 41.1638141, -8.6341474 41.1638113)",,,,,,,,3663
1243857939,26016418,0,"[398030859, 398035550, 106441015]",True,3,motorway,80,False,610.126,"LINESTRING (-8.6459067 41.1650784, -8.6456419 41.1651922, -8.6446082 41.1656403, -8.6440188 41.165911, -8.6433689 41.1662727, -8.6427094 41.1666923, -8.6419313 41.1672427, -8.6418763 41.1672823, -8.6402255 41.1684717)","['IC 23', 'IC 23;A 20']",,,Via de Cintura Interna,,,,3664
1243857939,1243857964,0,"[663328755, 663340772, 479127853, 386578590]",True,"['1', '2']",motorway_link,60,False,200.7,"LINESTRING (-8.6459067 41.1650784, -8.6457583 41.165072, -8.645095 41.1653211, -8.6441307 41.1657386, -8.6437959 41.1658968)",IC 1;A 28,,,,,,,3665
1243857944,122432561,0,1051517428,False,2,secondary,,True,14.149,"LINESTRING (-8.6353455 41.1628208, -8.6352081 41.1628949)",,,,Rua de Pedro Hispano,,,,3666
1243857944,122432566,0,1051517428,False,2,secondary,,False,59.743,"LINESTRING (-8.6353455 41.1628208, -8.6354235 41.1627831, -8.6359462 41.1625307)",,,,Rua de Pedro Hispano,,,,3667
1243857957,112589349,0,95791537,True,2,motorway,70,False,65.66,"LINESTRING (-8.6432835 41.1682515, -8.6438249 41.1686788)",A 28,,,Avenida da Associação Empresarial de Portugal,,,,3668
1243857964,112595515,0,8137307,True,1,motorway_link,60,False,289.248,"LINESTRING (-8.6437959 41.1658968, -8.6436855 41.1659051, -8.6435285 41.1659649, -8.6433884 41.1659992, -8.6432438 41.1660214, -8.6430839 41.166036, -8.6429322 41.166031, -8.6427949 41.1660121, -8.6425371 41.1659552, -8.6423604 41.1659164, -8.6422384 41.1658982, -8.6421244 41.1658954, -8.6418347 41.1659058, -8.64142 41.1659322, -8.6412452 41.1659377, -8.6411179 41.1659295, -8.6410227 41.1659103, -8.6409218 41.1658808, -8.6408081 41.1658377, -8.6406673 41.1657592, -8.6405004 41.1656611)",,,,,,,,3669
1243857964,25504027,0,"[663340771, 479127850, 479127851, 479127852, 4256495]",True,"['1', '2']",motorway_link,"['60', '40']",False,448.20700000000005,"LINESTRING (-8.6437959 41.1658968, -8.6433898 41.1661036, -8.6425584 41.1665675, -8.641629 41.1672355, -8.6412992 41.1674494, -8.6411798 41.1674806, -8.6410311 41.1674777, -8.6409147 41.1674513, -8.6408185 41.1673868, -8.6407269 41.1672831, -8.6406898 41.1671886, -8.6407025 41.167052, -8.6407815 41.166907, -8.6409089 41.1668122, -8.6411247 41.1667713, -8.6413072 41.1667801, -8.6415867 41.1668853)","['IC 1;A 28', 'IC 1']",,,,,,,3670
1243857979,1243857875,0,448854873,False,,tertiary,,False,165.41,"LINESTRING (-8.6372059 41.1637933, -8.6371831 41.1637708, -8.6371589 41.163747, -8.6369159 41.1635214, -8.6368092 41.1634619, -8.6355304 41.1630715)",,,,Rua João Araújo Correia,,,,3671
1243857979,2215508913,0,"[448854874, 1174855829]",True,"['1', '2']",secondary,,False,87.78500000000001,"LINESTRING (-8.6372059 41.1637933, -8.6366641 41.164108, -8.636536 41.1641898, -8.6364951 41.1642195, -8.6364325 41.1643134)",,,,Rua do Tenente Valadim,,,,3672
1243857985,2215508913,0,12319876,False,4,secondary,,False,92.168,"LINESTRING (-8.6354257 41.1639779, -8.6362221 41.1642422, -8.6364325 41.1643134)",,,,Avenida de Sidónio Pais,,,,3673
1243857985,1216466360,0,"[447104331, 386578516, 386578485]",True,"['2', '3']",secondary,,False,157.57600000000002,"LINESTRING (-8.6354257 41.1639779, -8.6353921 41.1639437, -8.6351084 41.1638525, -8.6348536 41.1637602, -8.634618 41.1636929, -8.6343199 41.1636022, -8.6339413 41.1634869, -8.6337326 41.1633796)",,,,"['Rua de Cinco de Outubro', 'Avenida de Sidónio Pais']",,,,3674
1243857999,26016750,0,158900210,True,1,motorway_link,40,False,199.036,"LINESTRING (-8.6425536 41.1676685, -8.6425946 41.1677881, -8.6426046 41.1678815, -8.6425783 41.1679936, -8.6425191 41.1680965, -8.6424201 41.1681699, -8.6422727 41.1682332, -8.6421226 41.1682468, -8.6419629 41.1682291, -8.6418307 41.1681628, -8.6417363 41.1680797, -8.6416848 41.1679884, -8.6416642 41.1678718, -8.6417106 41.1677622, -8.641809 41.1676059, -8.6418896 41.1674738)",,,,,,,,3675
1243857999,1243857957,0,"[663340770, 479127836]",True,"['1', '2']",motorway_link,70,False,89.189,"LINESTRING (-8.6425536 41.1676685, -8.6430094 41.1680183, -8.6431678 41.1681371, -8.6432835 41.1682515)",,,,,,,,3676
1243858000,4442997329,0,108390773,True,1,living_street,,False,74.98000000000002,"LINESTRING (-8.6341474 41.1638113, -8.6343166 41.1638143, -8.6344776 41.1638265, -8.6349063 41.1639197, -8.6349595 41.1639217, -8.6349931 41.1639136, -8.6350051 41.163893)",,,,,,,,3677
1243858000,7710508954,0,386578601,False,,living_street,,False,103.917,"LINESTRING (-8.6341474 41.1638113, -8.6341074 41.1638581, -8.6340915 41.1639076, -8.6341 41.1639616, -8.6341447 41.1640322, -8.634232 41.1641242, -8.6346042 41.1644271, -8.6347692 41.1645427)",,,,Rua da Travagem,,,,3678
1251023335,1243218969,0,108333178,True,,residential,50,False,65.126,"LINESTRING (-8.5683843 41.1692955, -8.5681183 41.1691432, -8.5677522 41.1689543)",,,yes,Rua Eça de Queiroz,,,,3679
1251023335,1251023344,0,109227530,False,,residential,50,True,207.689,"LINESTRING (-8.5683843 41.1692955, -8.5683261 41.1690983, -8.5683019 41.1688331, -8.5682265 41.1686807, -8.5681463 41.1685859, -8.5680431 41.1684977, -8.5679293 41.1684404, -8.566922 41.1681211, -8.5668298 41.1680782)",,,yes,Rua António Nobre,,,,3680
1251023344,1251023335,0,109227530,False,,residential,50,False,207.689,"LINESTRING (-8.5668298 41.1680782, -8.566922 41.1681211, -8.5679293 41.1684404, -8.5680431 41.1684977, -8.5681463 41.1685859, -8.5682265 41.1686807, -8.5683019 41.1688331, -8.5683261 41.1690983, -8.5683843 41.1692955)",,,yes,Rua António Nobre,,,,3681
1251023344,1251024531,0,451862515,True,,residential,50,False,87.59899999999999,"LINESTRING (-8.5668298 41.1680782, -8.5664821 41.1686047, -8.5663495 41.1687778)",,,yes,Rua Ramalho Ortigão,,,,3682
1251024524,4486699957,0,109227881,False,,residential,50,True,30.657999999999998,"LINESTRING (-8.5681414 41.1678636, -8.5681608 41.167941, -8.5681546 41.1681379)",,,yes,Travessa Ramalho Ortigão,,,,3683
1251024524,1251028726,0,451862515,True,,residential,50,False,114.68899999999998,"LINESTRING (-8.5681414 41.1678636, -8.5674556 41.1677636, -8.5673366 41.1677609, -8.5672151 41.1677827, -8.5671067 41.1678228, -8.5670064 41.1678841, -8.5669515 41.1679313, -8.5668852 41.1679818)",,,yes,Rua Ramalho Ortigão,,,,3684
1251024531,1243223596,0,108333178,True,,residential,50,False,69.818,"LINESTRING (-8.5663495 41.1687778, -8.5662031 41.1688237, -8.5656318 41.16896, -8.5655616 41.1689823)",,,yes,Rua Eça de Queiroz,,,,3685
1251028726,1251023344,0,451862515,True,,residential,50,False,11.679,"LINESTRING (-8.5668852 41.1679818, -8.5668298 41.1680782)",,,yes,Rua Ramalho Ortigão,,,,3686
1251028726,3846233747,0,109228186,False,,residential,50,True,32.325,"LINESTRING (-8.5668852 41.1679818, -8.5667756 41.167977, -8.5665003 41.1679954)",,,yes,Rua do Bairro da Ponte,,,,3687
1251030077,1251033238,0,109228442,True,,residential,50,False,19.467,"LINESTRING (-8.5667774 41.1669399, -8.5669492 41.1670579)",,,yes,Estrada da Circunvalação,,,,3688
1251030077,1251033240,0,"[109228512, 109228186]",False,,residential,50,False,168.15699999999998,"LINESTRING (-8.5667774 41.1669399, -8.5658327 41.1670927, -8.5655389 41.167247, -8.5657727 41.1677312)",,,yes,"['Rua do Bairro da Ponte', 'Rua Cine Vitória']",,,,3689
1251031297,1251024524,0,451862516,True,,residential,50,False,38.063,"LINESTRING (-8.568178 41.1675224, -8.5681414 41.1678636)",,,yes,Travessa Ramalho Ortigão,,,,3690
1251031297,112664195,0,109228442,True,,residential,50,False,30.025,"LINESTRING (-8.568178 41.1675224, -8.5683307 41.1675692, -8.5685244 41.1675744)",,,yes,Estrada da Circunvalação,,,,3691
1251033238,3846233549,0,109228442,True,,residential,50,False,25.816,"LINESTRING (-8.5669492 41.1670579, -8.5672248 41.1671621)",,,yes,Estrada da Circunvalação,,,,3692
1251033238,1251033243,0,109228695,True,,residential,50,False,54.506,"LINESTRING (-8.5669492 41.1670579, -8.5664721 41.1673915)",,,yes,,,,,3693
1251033240,3846233722,0,381423621,False,,residential,,True,8.981,"LINESTRING (-8.5657727 41.1677312, -8.5656755 41.1677654)",,,,,,,,3694
1251033240,3846233747,0,109228186,False,,residential,50,False,83.21799999999999,"LINESTRING (-8.5657727 41.1677312, -8.5658762 41.1679839, -8.5659808 41.1680302, -8.5665003 41.1679954)",,,yes,Rua do Bairro da Ponte,,,,3695
1251033240,1251030077,0,"[109228512, 109228186]",False,,residential,50,True,168.15699999999998,"LINESTRING (-8.5657727 41.1677312, -8.5655389 41.167247, -8.5658327 41.1670927, -8.5667774 41.1669399)",,,yes,"['Rua do Bairro da Ponte', 'Rua Cine Vitória']",,,,3696
